customer_id,avg_session_time,pages_per_session,cart_abandon_rate,return_rate,support_tickets,review_score,behavior_churn_signal
CUST017460,13.76,18,0.8,0.42,0,2.02,0
CUST017461,11.86,13,0.03,0.4,5,1.5,1
CUST017462,17.56,4,0.41,0.08,0,4.18,0
CUST017463,4.81,25,0.39,0.28,1,2.44,0
CUST017464,4.4,19,0.41,0.07,7,3.88,0
CUST017465,4.26,1,0.48,0.28,7,4.78,0
CUST017466,2.49,24,0.93,0.1,8,4.36,1
CUST017467,2.72,7,0.99,0.4,10,1.25,1
CUST017468,5.07,5,0.55,0.26,9,3.52,0
CUST017469,9.81,6,0.73,0.17,10,1.71,0
CUST017470,1.64,12,0.32,0.21,9,3.64,1
CUST017471,16.32,12,0.24,0.25,0,1.93,1
CUST017472,19.07,13,0.65,0.34,5,3.12,0
CUST017473,6.35,12,0.2,0.33,5,4.69,0
CUST017474,5.04,17,0.57,0.26,6,3.57,0
CUST017475,12.17,5,0.27,0.35,8,2.09,1
CUST017476,13.41,1,0.3,0.04,10,1.51,0
CUST017477,16.85,16,0.12,0.17,10,2.15,0
CUST017478,2.1,1,0.6,0.4,5,4.97,0
CUST017479,18.78,11,0.05,0.13,5,2.65,0
CUST017480,17.63,17,0.36,0.29,10,3.64,0
CUST017481,6.66,10,0.58,0.03,1,2.92,1
CUST017482,8.19,13,0.36,0.12,0,4.27,0
CUST017483,17.76,24,0.89,0.2,6,2.04,0
CUST017484,2.87,4,0.67,0.17,6,2.11,0
CUST017485,8.06,22,0.55,0.08,1,4.85,0
CUST017486,14.92,7,0.05,0.15,1,1.2,0
CUST017487,5.36,13,0.29,0.36,0,3.87,0
CUST017488,1.86,6,0.59,0.48,4,3.51,0
CUST017489,19.25,12,0.38,0.23,6,2.98,0
CUST017490,18.55,23,0.38,0.49,9,3.17,1
CUST017491,5.14,3,0.1,0.09,4,1.16,1
CUST017492,14.15,25,0.52,0.37,6,4.13,0
CUST017493,18.7,15,0.12,0.09,5,3.19,0
CUST017494,3.46,12,0.09,0.33,4,3.9,1
CUST017495,17.02,1,0.92,0.22,6,4.92,0
CUST017496,1.72,9,0.87,0.16,2,4.69,1
CUST017497,5.23,12,0.74,0.21,3,2.53,1
CUST017498,2.13,17,0.71,0.09,8,2.85,1
CUST017499,3.68,21,0.6,0.12,4,3.38,0
CUST017500,18.99,19,0.92,0.1,6,1.4,0
CUST017501,1.81,13,0.83,0.12,0,2.14,1
CUST017502,5.3,24,0.84,0.49,10,4.02,1
CUST017503,16.65,15,0.62,0.26,5,3.89,0
CUST017504,1.68,2,0.06,0.34,4,2.34,1
CUST017505,10.29,21,0.78,0.29,0,4.22,1
CUST017506,8.96,8,0.29,0.12,4,1.53,0
CUST017507,1.7,9,0.05,0.14,5,2.11,1
CUST017508,8.25,24,0.59,0.38,6,1.79,1
CUST017509,15.43,19,0.14,0.49,3,2.14,0
CUST017510,16.91,20,0.19,0.48,0,4.31,0
CUST017511,7.83,6,0.42,0.0,10,2.01,0
CUST017512,6.5,20,0.45,0.07,3,2.92,0
CUST017513,13.7,20,0.37,0.12,10,3.19,0
CUST017514,1.55,10,0.34,0.26,3,2.34,0
CUST017515,7.56,3,0.85,0.47,10,4.31,1
CUST017516,2.88,7,0.29,0.36,4,4.9,0
CUST017517,5.6,23,0.9,0.37,5,4.93,0
CUST017518,2.78,15,0.39,0.24,9,3.69,0
CUST017519,13.43,1,0.91,0.42,0,1.22,1
CUST017520,10.24,11,0.41,0.5,6,2.71,0
CUST017521,13.97,25,0.28,0.31,8,1.83,0
CUST017522,12.47,8,0.87,0.01,0,3.02,0
CUST017523,19.67,7,0.16,0.09,6,2.88,0
CUST017524,17.55,17,0.56,0.25,3,1.35,0
CUST017525,19.28,3,0.35,0.13,10,2.65,0
CUST017526,8.87,4,0.46,0.34,0,4.47,0
CUST017527,2.09,8,0.49,0.21,6,1.04,0
CUST017528,16.51,16,0.1,0.06,6,1.19,0
CUST017529,4.81,20,0.18,0.17,5,3.64,0
CUST017530,2.03,22,0.86,0.16,10,3.43,1
CUST017531,1.23,5,0.37,0.0,2,1.66,1
CUST017532,9.51,20,0.54,0.08,6,3.98,0
CUST017533,4.59,15,0.12,0.17,1,3.21,0
CUST017534,19.79,16,0.42,0.21,5,1.24,0
CUST017535,15.55,15,0.18,0.37,9,4.64,0
CUST017536,15.6,5,0.64,0.3,0,2.81,0
CUST017537,3.75,10,0.78,0.24,5,3.5,1
CUST017538,8.11,1,0.2,0.4,2,2.37,0
CUST017539,17.47,20,0.97,0.41,4,1.51,0
CUST017540,17.25,7,0.52,0.12,8,1.37,0
CUST017541,6.29,17,0.14,0.01,2,4.95,0
CUST017542,16.8,19,0.74,0.1,7,1.11,1
CUST017543,10.22,9,0.74,0.48,1,4.38,1
CUST017544,17.98,13,0.24,0.08,6,1.99,0
CUST017545,3.63,25,0.8,0.45,8,2.23,1
CUST017546,17.66,17,0.06,0.34,9,3.11,0
CUST017547,6.26,13,0.77,0.11,9,2.66,0
CUST017548,14.49,17,0.34,0.43,7,4.46,0
CUST017549,4.85,8,0.44,0.22,9,2.64,0
CUST017550,10.54,10,0.07,0.44,1,2.16,0
CUST017551,1.03,8,0.69,0.33,5,4.93,0
CUST017552,14.67,24,0.33,0.48,9,2.46,1
CUST017553,16.6,2,0.34,0.02,10,3.94,0
CUST017554,7.65,10,0.34,0.36,4,2.29,0
CUST017555,3.24,6,0.4,0.41,7,1.52,1
CUST017556,11.54,5,0.13,0.02,5,2.51,0
CUST017557,13.5,11,0.27,0.22,2,2.97,0
CUST017558,16.98,14,0.82,0.0,1,2.66,1
CUST017559,13.47,11,0.85,0.02,4,3.51,0
CUST017560,17.0,21,0.26,0.1,2,2.87,0
CUST017561,19.29,9,0.69,0.21,0,1.08,0
CUST017562,11.58,3,0.35,0.09,9,3.0,0
CUST017563,7.49,4,0.04,0.36,4,3.93,0
CUST017564,12.76,1,0.84,0.1,3,2.14,1
CUST017565,9.71,6,0.06,0.44,8,2.96,0
CUST017566,7.17,1,0.48,0.16,3,2.15,0
CUST017567,9.51,17,0.48,0.22,9,3.19,0
CUST017568,15.88,4,0.06,0.41,10,1.91,0
CUST017569,5.79,18,0.6,0.49,10,1.07,0
CUST017570,13.79,18,0.7,0.29,7,1.04,1
CUST017571,12.52,1,0.12,0.04,7,3.78,0
CUST017572,14.3,4,0.89,0.0,3,2.52,0
CUST017573,1.23,22,0.36,0.25,9,3.12,1
CUST017574,7.76,20,0.73,0.21,10,3.07,1
CUST017575,16.2,11,0.17,0.16,6,3.09,0
CUST017576,15.58,15,0.43,0.04,9,4.96,0
CUST017577,14.45,16,0.72,0.23,4,3.19,0
CUST017578,19.89,13,0.6,0.11,3,4.86,1
CUST017579,11.22,16,0.02,0.29,7,1.28,1
CUST017580,11.02,13,0.83,0.27,2,2.49,1
CUST017581,17.77,24,0.93,0.17,7,3.0,0
CUST017582,19.68,17,0.18,0.15,6,2.71,1
CUST017583,2.92,8,0.27,0.27,3,1.91,0
CUST017584,14.04,13,0.35,0.04,3,4.06,0
CUST017585,11.78,4,0.82,0.18,3,1.08,1
CUST017586,1.89,7,0.8,0.21,2,4.91,0
CUST017587,16.78,14,0.02,0.43,2,1.85,1
CUST017588,10.24,20,0.51,0.03,8,1.5,1
CUST017589,9.04,1,0.64,0.13,9,3.11,1
CUST017590,8.2,13,0.63,0.21,5,4.41,0
CUST017591,19.69,9,0.91,0.08,9,2.83,0
CUST017592,9.72,1,0.84,0.18,5,3.2,1
CUST017593,12.58,10,0.11,0.28,4,1.99,0
CUST017594,4.93,8,0.25,0.05,4,1.28,0
CUST017595,13.29,21,0.94,0.34,5,2.25,1
CUST017596,7.37,5,0.54,0.43,1,1.81,0
CUST017597,9.9,13,0.5,0.47,2,3.14,1
CUST017598,15.84,18,0.09,0.16,10,3.45,1
CUST017599,13.88,3,0.89,0.3,2,2.16,0
CUST017600,11.24,20,0.71,0.39,3,4.78,0
CUST017601,4.62,17,0.66,0.1,2,2.27,1
CUST017602,3.71,1,0.77,0.46,10,1.12,1
CUST017603,16.46,1,0.24,0.24,5,3.99,1
CUST017604,10.63,13,0.23,0.45,5,3.37,1
CUST017605,18.69,21,0.85,0.44,5,2.45,1
CUST017606,19.76,14,0.85,0.17,9,4.59,1
CUST017607,15.35,2,0.73,0.0,0,1.09,0
CUST017608,14.2,20,0.28,0.03,2,2.14,0
CUST017609,16.92,7,0.47,0.31,1,4.2,0
CUST017610,7.14,11,0.01,0.16,2,4.83,0
CUST017611,10.16,1,0.57,0.38,4,1.46,0
CUST017612,14.94,4,0.3,0.19,5,2.08,0
CUST017613,3.92,11,0.36,0.05,8,4.38,0
CUST017614,6.81,23,0.65,0.15,2,1.84,0
CUST017615,14.56,17,0.62,0.11,6,3.45,0
CUST017616,1.1,3,0.18,0.36,10,2.64,0
CUST017617,4.87,16,0.51,0.23,7,3.54,0
CUST017618,2.38,24,0.82,0.03,9,2.82,0
CUST017619,14.5,7,0.34,0.46,3,4.02,0
CUST017620,9.09,11,0.18,0.02,6,4.21,0
CUST017621,4.69,20,0.27,0.01,4,1.07,0
CUST017622,5.38,1,0.87,0.39,1,4.08,0
CUST017623,16.71,9,0.19,0.49,5,1.93,1
CUST017624,3.85,13,0.29,0.27,1,1.5,1
CUST017625,15.03,23,0.37,0.28,10,3.94,0
CUST017626,18.14,19,0.82,0.27,5,4.96,1
CUST017627,11.07,14,0.54,0.08,4,1.59,1
CUST017628,4.21,7,0.59,0.21,1,2.54,0
CUST017629,3.42,3,0.38,0.19,10,3.48,0
CUST017630,8.38,16,0.42,0.14,3,1.53,0
CUST017631,6.7,21,0.04,0.1,6,2.3,0
CUST017632,3.77,5,0.66,0.14,3,3.46,1
CUST017633,13.23,14,0.45,0.22,5,3.33,0
CUST017634,5.99,12,0.02,0.32,4,3.43,0
CUST017635,10.05,3,0.88,0.25,2,2.21,0
CUST017636,14.56,2,0.96,0.37,3,4.64,0
CUST017637,3.14,18,0.12,0.08,4,3.81,0
CUST017638,8.4,14,0.48,0.13,7,3.94,0
CUST017639,17.06,14,0.16,0.1,4,2.36,0
CUST017640,6.32,2,0.53,0.38,1,4.17,0
CUST017641,4.96,25,0.18,0.18,8,1.59,0
CUST017642,2.74,23,0.24,0.2,8,3.35,0
CUST017643,14.74,4,0.22,0.41,4,1.13,0
CUST017644,9.44,11,0.63,0.15,3,3.73,1
CUST017645,17.47,21,0.09,0.26,4,1.08,0
CUST017646,6.31,11,0.14,0.31,10,1.99,0
CUST017647,6.37,14,0.21,0.12,2,1.9,0
CUST017648,14.26,18,0.96,0.25,10,3.4,0
CUST017649,16.54,24,0.48,0.15,10,4.8,1
CUST017650,18.22,23,0.22,0.35,8,3.59,1
CUST017651,13.34,25,0.83,0.34,3,3.07,0
CUST017652,17.08,17,0.26,0.34,4,3.81,0
CUST017653,17.54,15,1.0,0.28,5,2.94,0
CUST017654,12.41,8,0.66,0.36,4,2.12,0
CUST017655,10.25,15,0.37,0.02,10,3.44,1
CUST017656,17.62,3,0.92,0.26,8,4.06,0
CUST017657,14.54,11,0.23,0.03,0,3.99,0
CUST017658,6.37,18,0.55,0.26,2,4.27,0
CUST017659,13.25,2,0.85,0.38,5,5.0,0
CUST017660,17.41,11,0.21,0.48,4,2.36,1
CUST017661,12.55,12,0.94,0.11,1,4.43,1
CUST017662,19.11,13,0.85,0.41,9,2.06,1
CUST017663,8.73,21,0.76,0.06,10,4.55,1
CUST017664,4.99,4,0.56,0.05,9,1.74,0
CUST017665,12.12,24,0.63,0.13,5,1.48,0
CUST017666,11.44,15,0.84,0.1,3,3.77,0
CUST017667,8.33,5,0.94,0.04,5,1.16,1
CUST017668,3.36,1,0.78,0.46,3,4.29,1
CUST017669,14.64,18,0.06,0.11,4,4.74,0
CUST017670,12.83,8,0.47,0.33,9,1.71,0
CUST017671,17.96,9,0.66,0.24,2,2.83,0
CUST017672,16.63,23,0.31,0.07,5,1.74,1
CUST017673,2.54,1,0.51,0.34,0,4.74,0
CUST017674,15.27,6,0.58,0.43,3,4.57,1
CUST017675,14.54,12,0.06,0.15,0,2.34,0
CUST017676,19.95,18,0.46,0.38,7,4.26,0
CUST017677,13.41,11,0.02,0.01,10,4.28,0
CUST017678,15.05,1,0.54,0.12,0,1.35,1
CUST017679,4.12,9,0.58,0.27,10,4.77,0
CUST017680,19.19,21,0.58,0.42,3,4.25,0
CUST017681,15.3,24,0.44,0.19,9,2.06,1
CUST017682,18.8,13,0.83,0.09,2,2.01,1
CUST017683,12.05,11,0.41,0.11,10,4.16,0
CUST017684,1.03,23,0.34,0.46,5,4.04,0
CUST017685,8.62,24,0.93,0.45,6,1.21,0
CUST017686,3.43,17,0.39,0.46,4,4.38,0
CUST017687,1.91,12,0.51,0.36,6,2.1,0
CUST017688,14.73,24,0.37,0.14,7,2.57,0
CUST017689,19.07,8,0.91,0.46,3,4.67,0
CUST017690,4.39,20,0.9,0.11,9,4.35,0
CUST017691,11.3,7,0.24,0.2,1,2.73,1
CUST017692,14.93,22,0.61,0.41,5,2.59,1
CUST017693,15.13,18,0.79,0.03,8,2.5,0
CUST017694,17.83,25,0.7,0.21,7,1.73,1
CUST017695,2.84,17,0.23,0.12,2,2.48,0
CUST017696,4.36,17,0.15,0.42,0,2.0,0
CUST017697,11.67,19,0.2,0.25,5,2.11,0
CUST017698,2.65,24,0.98,0.23,8,2.57,1
CUST017699,4.78,15,0.5,0.32,8,2.22,1
CUST017700,10.13,22,0.24,0.26,1,4.15,0
CUST017701,2.14,18,0.52,0.2,6,1.3,0
CUST017702,18.87,21,0.26,0.28,10,2.49,0
CUST017703,6.15,25,0.53,0.34,10,4.14,0
CUST017704,13.04,13,0.53,0.39,10,3.07,0
CUST017705,19.51,1,0.53,0.16,7,2.79,0
CUST017706,10.31,11,0.28,0.08,6,2.73,1
CUST017707,18.04,11,0.26,0.18,10,4.03,0
CUST017708,2.56,21,0.83,0.36,7,3.2,1
CUST017709,4.98,7,0.09,0.12,2,4.05,1
CUST017710,18.74,18,0.74,0.26,10,4.8,0
CUST017711,16.74,12,0.66,0.02,8,2.15,0
CUST017712,6.86,11,0.35,0.19,0,4.76,0
CUST017713,15.1,18,0.69,0.21,0,2.35,0
CUST017714,3.27,2,0.45,0.1,7,2.56,1
CUST017715,3.97,22,0.34,0.02,2,1.02,1
CUST017716,17.53,13,0.64,0.29,9,3.06,0
CUST017717,14.81,15,0.74,0.47,4,1.98,1
CUST017718,15.92,1,0.99,0.01,10,2.5,0
CUST017719,9.28,9,0.82,0.01,8,3.39,1
CUST017720,17.96,16,0.15,0.06,3,5.0,0
CUST017721,16.69,2,0.7,0.2,2,4.42,1
CUST017722,18.53,9,0.73,0.2,4,3.33,1
CUST017723,2.87,16,0.16,0.39,3,1.12,0
CUST017724,1.93,19,0.51,0.09,7,2.17,1
CUST017725,8.58,18,0.52,0.14,10,2.93,0
CUST017726,8.04,22,0.08,0.43,0,2.13,1
CUST017727,12.58,6,0.57,0.1,0,1.12,0
CUST017728,17.28,25,0.5,0.21,6,4.05,0
CUST017729,1.63,6,0.77,0.2,9,3.21,0
CUST017730,15.3,21,0.55,0.03,1,3.91,0
CUST017731,15.94,20,0.46,0.22,10,2.01,1
CUST017732,13.24,5,0.88,0.33,6,4.09,1
CUST017733,16.91,21,0.23,0.2,6,2.74,0
CUST017734,11.62,14,0.05,0.29,4,1.35,0
CUST017735,16.32,1,0.96,0.14,7,3.03,0
CUST017736,16.64,8,0.31,0.08,5,3.96,0
CUST017737,14.27,11,0.57,0.47,6,4.82,0
CUST017738,17.37,23,0.29,0.11,0,4.34,0
CUST017739,13.38,4,0.4,0.2,10,4.41,0
CUST017740,4.1,25,0.94,0.32,3,4.17,1
CUST017741,8.05,1,0.59,0.37,1,2.74,0
CUST017742,10.27,3,0.58,0.03,10,4.45,0
CUST017743,17.47,8,0.28,0.44,2,3.98,1
CUST017744,10.18,6,0.35,0.2,9,3.14,0
CUST017745,8.84,2,0.42,0.1,7,3.83,0
CUST017746,12.58,24,0.99,0.07,6,1.45,0
CUST017747,10.8,23,0.15,0.31,4,1.78,1
CUST017748,10.18,2,0.61,0.23,8,2.28,1
CUST017749,15.86,10,0.85,0.14,2,4.25,0
CUST017750,8.44,22,0.49,0.12,3,3.5,1
CUST017751,2.92,16,0.59,0.49,2,4.01,1
CUST017752,18.01,10,0.46,0.07,6,2.15,0
CUST017753,1.93,9,0.5,0.32,4,2.7,0
CUST017754,11.7,2,0.32,0.04,6,2.73,1
CUST017755,11.41,13,0.98,0.17,0,3.71,1
CUST017756,16.63,21,0.34,0.46,3,2.36,0
CUST017757,19.43,15,0.0,0.32,8,4.16,0
CUST017758,6.32,20,0.12,0.01,2,1.3,1
CUST017759,11.32,4,0.84,0.03,8,1.45,1
CUST017760,1.1,2,0.28,0.46,7,2.11,1
CUST017761,9.38,20,0.18,0.06,0,1.73,0
CUST017762,5.0,9,0.13,0.4,7,2.91,0
CUST017763,11.26,18,0.37,0.11,0,1.38,0
CUST017764,2.44,21,0.19,0.43,1,1.87,0
CUST017765,7.74,24,0.57,0.26,5,3.66,0
CUST017766,4.69,9,0.52,0.38,7,2.55,0
CUST017767,19.47,22,0.58,0.34,6,2.84,0
CUST017768,17.3,18,0.45,0.47,10,2.23,1
CUST017769,17.45,25,0.64,0.4,5,1.15,1
CUST017770,6.27,1,0.85,0.16,3,3.85,0
CUST017771,19.85,8,0.18,0.21,6,1.66,0
CUST017772,3.93,24,0.63,0.1,5,2.93,1
CUST017773,19.58,25,0.33,0.44,4,2.59,0
CUST017774,5.99,20,0.34,0.06,1,3.72,0
CUST017775,10.67,1,0.61,0.15,9,3.61,0
CUST017776,4.13,23,0.65,0.04,9,2.6,0
CUST017777,12.59,21,0.86,0.41,3,3.11,0
CUST017778,17.78,16,0.51,0.26,8,3.88,1
CUST017779,17.68,23,0.6,0.47,6,1.93,0
CUST017780,18.56,7,0.22,0.26,0,4.18,0
CUST017781,16.23,10,0.28,0.49,5,1.32,0
CUST017782,1.66,7,0.84,0.41,4,3.85,0
CUST017783,17.16,1,0.14,0.05,4,4.88,0
CUST017784,12.86,18,0.92,0.45,2,3.61,1
CUST017785,12.94,15,0.36,0.07,0,3.75,1
CUST017786,16.54,5,0.54,0.03,6,1.58,0
CUST017787,2.94,15,0.66,0.28,5,2.87,1
CUST017788,11.32,15,0.28,0.4,5,2.31,1
CUST017789,13.24,23,0.39,0.04,9,2.03,0
CUST017790,19.34,10,0.19,0.05,1,2.16,0
CUST017791,17.68,7,0.31,0.21,8,2.24,1
CUST017792,19.79,3,1.0,0.24,1,4.14,1
CUST017793,5.18,5,0.37,0.34,10,2.15,1
CUST017794,5.27,7,0.92,0.12,5,1.24,0
CUST017795,15.27,3,0.24,0.23,7,1.45,0
CUST017796,2.3,6,0.46,0.17,6,3.02,0
CUST017797,19.35,22,0.41,0.3,3,1.39,0
CUST017798,17.83,18,0.81,0.26,0,1.73,0
CUST017799,9.09,24,0.3,0.5,4,2.96,0
CUST017800,9.02,21,0.17,0.12,10,3.85,1
CUST017801,11.16,23,0.36,0.15,8,1.8,0
CUST017802,1.64,23,0.98,0.38,1,4.71,1
CUST017803,8.84,25,0.87,0.13,5,3.04,0
CUST017804,4.85,10,0.77,0.25,4,3.15,0
CUST017805,17.33,8,0.74,0.48,0,2.62,0
CUST017806,9.77,11,0.62,0.23,10,2.68,0
CUST017807,7.47,15,0.83,0.27,7,3.43,1
CUST017808,4.88,4,0.25,0.17,2,2.86,0
CUST017809,1.83,23,0.89,0.45,6,3.65,1
CUST017810,7.01,1,0.39,0.37,9,2.15,0
CUST017811,12.57,4,0.91,0.21,10,3.35,0
CUST017812,18.64,14,0.34,0.38,6,4.02,0
CUST017813,18.64,12,0.86,0.37,2,3.55,1
CUST017814,5.58,5,0.67,0.14,6,2.76,1
CUST017815,14.48,21,0.67,0.2,7,1.73,1
CUST017816,10.2,1,0.27,0.13,7,2.31,0
CUST017817,14.42,13,0.5,0.19,8,4.6,0
CUST017818,14.43,21,0.49,0.21,6,4.28,1
CUST017819,4.29,24,0.66,0.01,4,1.03,1
CUST017820,18.7,16,0.51,0.16,3,4.18,0
CUST017821,19.71,20,0.03,0.02,4,4.42,0
CUST017822,11.58,19,0.88,0.35,5,2.88,1
CUST017823,4.07,15,0.39,0.39,4,1.94,0
CUST017824,14.53,11,0.25,0.23,2,1.34,1
CUST017825,9.64,15,0.61,0.28,6,2.63,0
CUST017826,8.02,19,0.28,0.38,10,4.13,0
CUST017827,10.18,23,0.38,0.32,7,3.23,0
CUST017828,13.68,8,0.31,0.39,10,2.27,0
CUST017829,8.96,12,0.13,0.43,1,3.58,0
CUST017830,5.47,13,0.85,0.35,0,2.77,1
CUST017831,19.81,6,0.34,0.05,10,3.93,0
CUST017832,15.38,22,0.06,0.41,7,4.1,0
CUST017833,18.66,1,0.12,0.3,1,1.88,1
CUST017834,8.59,24,0.27,0.22,0,1.45,0
CUST017835,6.77,12,0.07,0.25,10,2.19,0
CUST017836,12.22,22,0.46,0.12,7,1.41,0
CUST017837,15.31,3,0.63,0.02,5,4.96,0
CUST017838,13.21,25,0.21,0.42,1,4.53,0
CUST017839,11.9,13,0.89,0.01,10,4.78,0
CUST017840,2.09,8,0.64,0.17,2,1.16,1
CUST017841,18.66,21,0.14,0.43,4,2.32,0
CUST017842,15.08,16,0.25,0.29,2,4.2,0
CUST017843,11.76,19,0.31,0.12,6,1.7,1
CUST017844,16.94,3,0.61,0.25,5,2.0,0
CUST017845,9.24,21,0.62,0.04,9,2.44,0
CUST017846,5.55,12,0.65,0.3,10,2.2,0
CUST017847,1.79,8,0.18,0.08,3,3.27,0
CUST017848,4.22,17,0.48,0.31,4,4.52,1
CUST017849,5.66,5,0.19,0.09,10,2.44,0
CUST017850,13.33,22,0.67,0.11,0,1.52,1
CUST017851,9.52,18,0.14,0.41,8,1.34,1
CUST017852,15.29,24,0.04,0.4,6,3.51,0
CUST017853,7.13,22,0.41,0.34,3,1.74,1
CUST017854,17.92,19,0.48,0.38,8,3.03,1
CUST017855,9.59,3,0.47,0.18,10,3.93,0
CUST017856,17.08,9,0.85,0.06,3,4.05,1
CUST017857,4.8,19,0.01,0.14,3,2.17,0
CUST017858,16.39,11,0.74,0.04,6,2.3,1
CUST017859,5.77,23,0.6,0.27,8,3.72,0
CUST017860,18.3,20,0.42,0.33,10,4.67,0
CUST017861,11.29,8,0.31,0.2,4,4.02,0
CUST017862,14.68,10,0.75,0.37,4,4.68,1
CUST017863,15.52,14,0.86,0.29,7,3.58,1
CUST017864,19.39,4,0.87,0.39,8,3.74,1
CUST017865,7.81,10,0.55,0.03,3,2.66,1
CUST017866,3.13,14,0.73,0.45,4,1.7,1
CUST017867,5.67,5,0.86,0.29,9,3.35,0
CUST017868,11.69,5,0.22,0.12,6,4.8,0
CUST017869,14.75,24,0.09,0.11,4,3.51,0
CUST017870,6.39,1,0.25,0.1,9,1.74,0
CUST017871,12.65,21,0.91,0.18,2,1.49,0
CUST017872,3.36,11,0.93,0.26,1,2.87,1
CUST017873,17.92,6,0.51,0.24,8,4.71,0
CUST017874,10.01,2,0.39,0.29,8,4.91,0
CUST017875,19.31,9,0.78,0.25,8,4.53,0
CUST017876,8.97,13,0.64,0.09,2,3.65,0
CUST017877,6.25,7,0.77,0.21,3,2.59,1
CUST017878,15.18,6,0.43,0.36,5,4.42,0
CUST017879,3.6,5,0.48,0.47,10,4.25,0
CUST017880,19.5,18,0.86,0.16,7,1.72,1
CUST017881,5.0,13,0.22,0.04,3,4.63,0
CUST017882,10.55,9,0.1,0.38,1,2.3,0
CUST017883,2.35,24,0.19,0.33,4,4.18,1
CUST017884,5.82,15,0.58,0.0,6,2.11,0
CUST017885,4.45,6,0.08,0.24,2,3.52,1
CUST017886,1.88,20,0.14,0.47,6,1.89,0
CUST017887,15.44,11,0.75,0.16,1,1.82,1
CUST017888,5.64,6,0.57,0.19,1,2.98,0
CUST017889,16.42,3,0.5,0.5,7,3.66,0
CUST017890,4.94,12,0.5,0.41,10,1.87,1
CUST017891,14.86,18,0.03,0.47,4,3.65,0
CUST017892,4.09,21,0.87,0.04,7,2.62,1
CUST017893,15.0,21,0.94,0.17,5,4.32,1
CUST017894,4.74,1,0.04,0.01,5,3.63,0
CUST017895,3.93,15,0.05,0.49,4,1.97,0
CUST017896,9.79,23,0.61,0.07,8,2.43,0
CUST017897,13.31,16,0.64,0.42,6,2.75,1
CUST017898,17.91,18,0.68,0.28,7,1.47,1
CUST017899,11.92,4,0.59,0.38,3,3.88,0
CUST017900,11.07,8,0.59,0.39,1,2.41,1
CUST017901,3.56,14,0.87,0.48,0,2.72,0
CUST017902,19.82,25,0.32,0.03,3,3.29,1
CUST017903,17.5,20,0.62,0.0,4,1.05,0
CUST017904,14.76,21,0.85,0.13,2,2.88,0
CUST017905,19.26,12,0.46,0.07,2,4.65,1
CUST017906,10.41,25,0.34,0.05,8,2.83,0
CUST017907,15.62,13,0.72,0.25,0,3.88,0
CUST017908,7.66,12,0.74,0.04,3,1.8,1
CUST017909,17.68,16,0.29,0.1,6,1.36,0
CUST017910,8.47,12,0.07,0.25,4,4.68,0
CUST017911,15.96,9,0.04,0.15,1,1.75,1
CUST017912,2.27,25,0.11,0.45,9,2.24,0
CUST017913,8.45,2,0.49,0.37,10,4.19,1
CUST017914,19.31,22,0.21,0.15,7,2.25,0
CUST017915,9.46,19,0.81,0.12,10,4.13,0
CUST017916,4.88,3,0.71,0.4,10,4.42,1
CUST017917,10.7,19,0.33,0.39,8,2.28,0
CUST017918,3.81,8,0.83,0.21,5,3.28,0
CUST017919,18.45,10,0.14,0.28,8,3.24,0
CUST017920,17.38,23,0.34,0.2,0,3.08,0
CUST017921,4.18,5,0.47,0.22,7,1.79,1
CUST017922,16.83,5,0.43,0.15,7,1.52,0
CUST017923,2.71,23,0.96,0.5,1,4.59,0
CUST017924,9.71,13,0.81,0.42,10,2.2,0
CUST017925,12.13,11,0.96,0.14,3,3.65,0
CUST017926,13.59,20,0.45,0.25,0,2.83,0
CUST017927,10.9,4,0.15,0.4,10,3.64,0
CUST017928,19.5,9,0.25,0.07,7,2.37,0
CUST017929,10.69,9,0.21,0.23,0,3.57,0
CUST017930,2.07,1,0.76,0.47,10,2.07,1
CUST017931,15.75,25,0.42,0.33,8,3.97,0
CUST017932,6.6,6,0.79,0.05,2,4.95,0
CUST017933,7.4,2,0.22,0.07,6,4.25,0
CUST017934,12.13,4,0.95,0.32,9,2.36,0
CUST017935,16.89,13,0.28,0.15,5,1.11,0
CUST017936,5.79,10,0.26,0.15,0,2.47,1
CUST017937,11.96,19,0.22,0.32,3,1.53,0
CUST017938,18.69,9,0.03,0.45,5,3.19,0
CUST017939,14.49,14,0.3,0.09,10,4.79,0
CUST017940,9.38,15,0.48,0.49,2,2.34,0
CUST017941,2.9,6,0.59,0.28,3,4.09,0
CUST017942,19.15,13,0.31,0.36,5,2.74,0
CUST017943,15.89,14,0.16,0.25,0,1.31,0
CUST017944,11.66,18,0.17,0.48,0,3.22,0
CUST017945,11.06,18,0.97,0.25,0,3.71,0
CUST017946,1.89,4,0.71,0.05,8,4.12,0
CUST017947,17.66,17,0.32,0.44,0,2.93,1
CUST017948,11.86,8,0.41,0.24,0,4.63,1
CUST017949,19.0,7,0.45,0.26,7,1.46,0
CUST017950,7.19,18,0.51,0.1,6,3.31,0
CUST017951,14.02,24,0.65,0.22,7,4.08,0
CUST017952,7.07,24,0.47,0.14,10,3.41,0
CUST017953,9.37,5,0.22,0.15,0,2.12,0
CUST017954,18.31,7,0.52,0.33,0,4.74,0
CUST017955,4.46,2,0.94,0.27,8,4.42,1
CUST017956,4.19,25,0.27,0.1,6,3.61,0
CUST017957,3.67,6,0.79,0.13,2,2.02,1
